Time,Valley Library Electricity (kWh)
Wed Mar 13 2019 00:45:00 GMT-0700 (Pacific Daylight Time),88
Wed Mar 13 2019 00:30:00 GMT-0700 (Pacific Daylight Time),88
Wed Mar 13 2019 00:15:00 GMT-0700 (Pacific Daylight Time),89
Wed Mar 13 2019 00:00:00 GMT-0700 (Pacific Daylight Time),90
Tue Mar 12 2019 23:45:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 23:30:00 GMT-0700 (Pacific Daylight Time),88
Tue Mar 12 2019 23:15:00 GMT-0700 (Pacific Daylight Time),88
Tue Mar 12 2019 23:00:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 22:45:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 22:30:00 GMT-0700 (Pacific Daylight Time),87
Tue Mar 12 2019 22:15:00 GMT-0700 (Pacific Daylight Time),91
Tue Mar 12 2019 22:00:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 21:45:00 GMT-0700 (Pacific Daylight Time),90
Tue Mar 12 2019 21:30:00 GMT-0700 (Pacific Daylight Time),90
Tue Mar 12 2019 21:15:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 21:00:00 GMT-0700 (Pacific Daylight Time),90
Tue Mar 12 2019 20:45:00 GMT-0700 (Pacific Daylight Time),90
Tue Mar 12 2019 20:30:00 GMT-0700 (Pacific Daylight Time),88
Tue Mar 12 2019 20:15:00 GMT-0700 (Pacific Daylight Time),90
Tue Mar 12 2019 20:00:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 19:45:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 19:30:00 GMT-0700 (Pacific Daylight Time),88
Tue Mar 12 2019 19:15:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 19:00:00 GMT-0700 (Pacific Daylight Time),88
Tue Mar 12 2019 18:45:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 18:30:00 GMT-0700 (Pacific Daylight Time),87
Tue Mar 12 2019 18:15:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 18:00:00 GMT-0700 (Pacific Daylight Time),90
Tue Mar 12 2019 17:45:00 GMT-0700 (Pacific Daylight Time),91
Tue Mar 12 2019 17:30:00 GMT-0700 (Pacific Daylight Time),93
Tue Mar 12 2019 17:15:00 GMT-0700 (Pacific Daylight Time),93
Tue Mar 12 2019 17:00:00 GMT-0700 (Pacific Daylight Time),90
Tue Mar 12 2019 16:45:00 GMT-0700 (Pacific Daylight Time),92
Tue Mar 12 2019 16:30:00 GMT-0700 (Pacific Daylight Time),91
Tue Mar 12 2019 16:15:00 GMT-0700 (Pacific Daylight Time),91
Tue Mar 12 2019 16:00:00 GMT-0700 (Pacific Daylight Time),91
Tue Mar 12 2019 15:45:00 GMT-0700 (Pacific Daylight Time),92
Tue Mar 12 2019 15:30:00 GMT-0700 (Pacific Daylight Time),96
Tue Mar 12 2019 15:15:00 GMT-0700 (Pacific Daylight Time),94
Tue Mar 12 2019 15:00:00 GMT-0700 (Pacific Daylight Time),95
Tue Mar 12 2019 14:45:00 GMT-0700 (Pacific Daylight Time),94
Tue Mar 12 2019 14:30:00 GMT-0700 (Pacific Daylight Time),96
Tue Mar 12 2019 14:15:00 GMT-0700 (Pacific Daylight Time),97
Tue Mar 12 2019 14:00:00 GMT-0700 (Pacific Daylight Time),94
Tue Mar 12 2019 13:45:00 GMT-0700 (Pacific Daylight Time),96
Tue Mar 12 2019 13:30:00 GMT-0700 (Pacific Daylight Time),94
Tue Mar 12 2019 13:15:00 GMT-0700 (Pacific Daylight Time),95
Tue Mar 12 2019 13:00:00 GMT-0700 (Pacific Daylight Time),93
Tue Mar 12 2019 12:45:00 GMT-0700 (Pacific Daylight Time),92
Tue Mar 12 2019 12:30:00 GMT-0700 (Pacific Daylight Time),91
Tue Mar 12 2019 12:15:00 GMT-0700 (Pacific Daylight Time),92
Tue Mar 12 2019 12:00:00 GMT-0700 (Pacific Daylight Time),95
Tue Mar 12 2019 11:45:00 GMT-0700 (Pacific Daylight Time),93
Tue Mar 12 2019 11:30:00 GMT-0700 (Pacific Daylight Time),92
Tue Mar 12 2019 11:15:00 GMT-0700 (Pacific Daylight Time),93
Tue Mar 12 2019 11:00:00 GMT-0700 (Pacific Daylight Time),92
Tue Mar 12 2019 10:45:00 GMT-0700 (Pacific Daylight Time),93
Tue Mar 12 2019 10:30:00 GMT-0700 (Pacific Daylight Time),92
Tue Mar 12 2019 10:15:00 GMT-0700 (Pacific Daylight Time),91
Tue Mar 12 2019 10:00:00 GMT-0700 (Pacific Daylight Time),91
Tue Mar 12 2019 09:45:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 09:30:00 GMT-0700 (Pacific Daylight Time),89
Tue Mar 12 2019 09:15:00 GMT-0700 (Pacific Daylight Time),88
Tue Mar 12 2019 09:00:00 GMT-0700 (Pacific Daylight Time),86
Tue Mar 12 2019 08:45:00 GMT-0700 (Pacific Daylight Time),86
Tue Mar 12 2019 08:30:00 GMT-0700 (Pacific Daylight Time),86
Tue Mar 12 2019 08:15:00 GMT-0700 (Pacific Daylight Time),85
Tue Mar 12 2019 08:00:00 GMT-0700 (Pacific Daylight Time),83
Tue Mar 12 2019 07:45:00 GMT-0700 (Pacific Daylight Time),83
Tue Mar 12 2019 07:30:00 GMT-0700 (Pacific Daylight Time),84
Tue Mar 12 2019 07:15:00 GMT-0700 (Pacific Daylight Time),83
Tue Mar 12 2019 07:00:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 06:45:00 GMT-0700 (Pacific Daylight Time),82
Tue Mar 12 2019 06:30:00 GMT-0700 (Pacific Daylight Time),82
Tue Mar 12 2019 06:15:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 06:00:00 GMT-0700 (Pacific Daylight Time),80
Tue Mar 12 2019 05:45:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 05:30:00 GMT-0700 (Pacific Daylight Time),82
Tue Mar 12 2019 05:15:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 05:00:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 04:45:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 04:30:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 04:15:00 GMT-0700 (Pacific Daylight Time),80
Tue Mar 12 2019 04:00:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 03:45:00 GMT-0700 (Pacific Daylight Time),82
Tue Mar 12 2019 03:30:00 GMT-0700 (Pacific Daylight Time),81
Tue Mar 12 2019 03:15:00 GMT-0700 (Pacific Daylight Time),82
Tue Mar 12 2019 03:00:00 GMT-0700 (Pacific Daylight Time),82
Tue Mar 12 2019 02:45:00 GMT-0700 (Pacific Daylight Time),82
Tue Mar 12 2019 02:30:00 GMT-0700 (Pacific Daylight Time),83
Tue Mar 12 2019 02:15:00 GMT-0700 (Pacific Daylight Time),82
Tue Mar 12 2019 02:00:00 GMT-0700 (Pacific Daylight Time),84
Tue Mar 12 2019 01:45:00 GMT-0700 (Pacific Daylight Time),84
Tue Mar 12 2019 01:30:00 GMT-0700 (Pacific Daylight Time),84
Tue Mar 12 2019 01:15:00 GMT-0700 (Pacific Daylight Time),86
Tue Mar 12 2019 01:00:00 GMT-0700 (Pacific Daylight Time),85
Tue Mar 12 2019 00:45:00 GMT-0700 (Pacific Daylight Time),85
Tue Mar 12 2019 00:30:00 GMT-0700 (Pacific Daylight Time),86
Tue Mar 12 2019 00:15:00 GMT-0700 (Pacific Daylight Time),87
Tue Mar 12 2019 00:00:00 GMT-0700 (Pacific Daylight Time),87
Mon Mar 11 2019 23:45:00 GMT-0700 (Pacific Daylight Time),87
Mon Mar 11 2019 23:30:00 GMT-0700 (Pacific Daylight Time),87
Mon Mar 11 2019 23:15:00 GMT-0700 (Pacific Daylight Time),88
Mon Mar 11 2019 23:00:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 22:45:00 GMT-0700 (Pacific Daylight Time),88
Mon Mar 11 2019 22:30:00 GMT-0700 (Pacific Daylight Time),92
Mon Mar 11 2019 22:15:00 GMT-0700 (Pacific Daylight Time),90
Mon Mar 11 2019 22:00:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 21:45:00 GMT-0700 (Pacific Daylight Time),92
Mon Mar 11 2019 21:30:00 GMT-0700 (Pacific Daylight Time),93
Mon Mar 11 2019 21:15:00 GMT-0700 (Pacific Daylight Time),93
Mon Mar 11 2019 21:00:00 GMT-0700 (Pacific Daylight Time),95
Mon Mar 11 2019 20:45:00 GMT-0700 (Pacific Daylight Time),95
Mon Mar 11 2019 20:30:00 GMT-0700 (Pacific Daylight Time),94
Mon Mar 11 2019 20:15:00 GMT-0700 (Pacific Daylight Time),97
Mon Mar 11 2019 20:00:00 GMT-0700 (Pacific Daylight Time),96
Mon Mar 11 2019 19:45:00 GMT-0700 (Pacific Daylight Time),96
Mon Mar 11 2019 19:30:00 GMT-0700 (Pacific Daylight Time),99
Mon Mar 11 2019 19:15:00 GMT-0700 (Pacific Daylight Time),100
Mon Mar 11 2019 19:00:00 GMT-0700 (Pacific Daylight Time),100
Mon Mar 11 2019 18:45:00 GMT-0700 (Pacific Daylight Time),99
Mon Mar 11 2019 18:30:00 GMT-0700 (Pacific Daylight Time),99
Mon Mar 11 2019 18:15:00 GMT-0700 (Pacific Daylight Time),100
Mon Mar 11 2019 18:00:00 GMT-0700 (Pacific Daylight Time),101
Mon Mar 11 2019 17:45:00 GMT-0700 (Pacific Daylight Time),100
Mon Mar 11 2019 17:30:00 GMT-0700 (Pacific Daylight Time),103
Mon Mar 11 2019 17:15:00 GMT-0700 (Pacific Daylight Time),102
Mon Mar 11 2019 17:00:00 GMT-0700 (Pacific Daylight Time),102
Mon Mar 11 2019 16:45:00 GMT-0700 (Pacific Daylight Time),102
Mon Mar 11 2019 16:30:00 GMT-0700 (Pacific Daylight Time),102
Mon Mar 11 2019 16:15:00 GMT-0700 (Pacific Daylight Time),101
Mon Mar 11 2019 16:00:00 GMT-0700 (Pacific Daylight Time),101
Mon Mar 11 2019 15:45:00 GMT-0700 (Pacific Daylight Time),99
Mon Mar 11 2019 15:30:00 GMT-0700 (Pacific Daylight Time),99
Mon Mar 11 2019 15:15:00 GMT-0700 (Pacific Daylight Time),98
Mon Mar 11 2019 15:00:00 GMT-0700 (Pacific Daylight Time),93
Mon Mar 11 2019 14:45:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 14:30:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 14:15:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 14:00:00 GMT-0700 (Pacific Daylight Time),92
Mon Mar 11 2019 13:45:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 13:30:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 13:15:00 GMT-0700 (Pacific Daylight Time),92
Mon Mar 11 2019 13:00:00 GMT-0700 (Pacific Daylight Time),93
Mon Mar 11 2019 12:45:00 GMT-0700 (Pacific Daylight Time),93
Mon Mar 11 2019 12:30:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 12:15:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 12:00:00 GMT-0700 (Pacific Daylight Time),92
Mon Mar 11 2019 11:45:00 GMT-0700 (Pacific Daylight Time),92
Mon Mar 11 2019 11:30:00 GMT-0700 (Pacific Daylight Time),94
Mon Mar 11 2019 11:15:00 GMT-0700 (Pacific Daylight Time),94
Mon Mar 11 2019 11:00:00 GMT-0700 (Pacific Daylight Time),92
Mon Mar 11 2019 10:45:00 GMT-0700 (Pacific Daylight Time),93
Mon Mar 11 2019 10:30:00 GMT-0700 (Pacific Daylight Time),92
Mon Mar 11 2019 10:15:00 GMT-0700 (Pacific Daylight Time),93
Mon Mar 11 2019 10:00:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 09:45:00 GMT-0700 (Pacific Daylight Time),88
Mon Mar 11 2019 09:30:00 GMT-0700 (Pacific Daylight Time),91
Mon Mar 11 2019 09:15:00 GMT-0700 (Pacific Daylight Time),89
Mon Mar 11 2019 09:00:00 GMT-0700 (Pacific Daylight Time),89
Mon Mar 11 2019 08:45:00 GMT-0700 (Pacific Daylight Time),87
Mon Mar 11 2019 08:30:00 GMT-0700 (Pacific Daylight Time),87
Mon Mar 11 2019 08:15:00 GMT-0700 (Pacific Daylight Time),86
Mon Mar 11 2019 08:00:00 GMT-0700 (Pacific Daylight Time),85
Mon Mar 11 2019 07:45:00 GMT-0700 (Pacific Daylight Time),84
Mon Mar 11 2019 07:30:00 GMT-0700 (Pacific Daylight Time),83
Mon Mar 11 2019 07:15:00 GMT-0700 (Pacific Daylight Time),83
Mon Mar 11 2019 07:00:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 06:45:00 GMT-0700 (Pacific Daylight Time),79
Mon Mar 11 2019 06:30:00 GMT-0700 (Pacific Daylight Time),82
Mon Mar 11 2019 06:15:00 GMT-0700 (Pacific Daylight Time),80
Mon Mar 11 2019 06:00:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 05:45:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 05:30:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 05:15:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 05:00:00 GMT-0700 (Pacific Daylight Time),82
Mon Mar 11 2019 04:45:00 GMT-0700 (Pacific Daylight Time),82
Mon Mar 11 2019 04:30:00 GMT-0700 (Pacific Daylight Time),80
Mon Mar 11 2019 04:15:00 GMT-0700 (Pacific Daylight Time),80
Mon Mar 11 2019 04:00:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 03:45:00 GMT-0700 (Pacific Daylight Time),82
Mon Mar 11 2019 03:30:00 GMT-0700 (Pacific Daylight Time),82
Mon Mar 11 2019 03:15:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 03:00:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 02:45:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 02:30:00 GMT-0700 (Pacific Daylight Time),81
Mon Mar 11 2019 02:15:00 GMT-0700 (Pacific Daylight Time),82
Mon Mar 11 2019 02:00:00 GMT-0700 (Pacific Daylight Time),83
Mon Mar 11 2019 01:45:00 GMT-0700 (Pacific Daylight Time),82
Mon Mar 11 2019 01:30:00 GMT-0700 (Pacific Daylight Time),82
Mon Mar 11 2019 01:15:00 GMT-0700 (Pacific Daylight Time),84
Mon Mar 11 2019 01:00:00 GMT-0700 (Pacific Daylight Time),83
Mon Mar 11 2019 00:45:00 GMT-0700 (Pacific Daylight Time),85
Mon Mar 11 2019 00:30:00 GMT-0700 (Pacific Daylight Time),85
Mon Mar 11 2019 00:15:00 GMT-0700 (Pacific Daylight Time),85
Mon Mar 11 2019 00:00:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 23:45:00 GMT-0700 (Pacific Daylight Time),84
Sun Mar 10 2019 23:30:00 GMT-0700 (Pacific Daylight Time),84
Sun Mar 10 2019 23:15:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 23:00:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 22:45:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 22:30:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 22:15:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 22:00:00 GMT-0700 (Pacific Daylight Time),88
Sun Mar 10 2019 21:45:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 21:30:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 21:15:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 21:00:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 20:45:00 GMT-0700 (Pacific Daylight Time),88
Sun Mar 10 2019 20:30:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 20:15:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 20:00:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 19:45:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 19:30:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 19:15:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 19:00:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 18:45:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 18:30:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 18:15:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 18:00:00 GMT-0700 (Pacific Daylight Time),88
Sun Mar 10 2019 17:45:00 GMT-0700 (Pacific Daylight Time),89
Sun Mar 10 2019 17:30:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 17:15:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 17:00:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 16:45:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 16:30:00 GMT-0700 (Pacific Daylight Time),88
Sun Mar 10 2019 16:15:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 16:00:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 15:45:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 15:30:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 15:15:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 15:00:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 14:45:00 GMT-0700 (Pacific Daylight Time),87
Sun Mar 10 2019 14:30:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 14:15:00 GMT-0700 (Pacific Daylight Time),86
Sun Mar 10 2019 14:00:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 13:45:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 13:30:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 13:15:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 13:00:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 12:45:00 GMT-0700 (Pacific Daylight Time),83
Sun Mar 10 2019 12:30:00 GMT-0700 (Pacific Daylight Time),85
Sun Mar 10 2019 12:15:00 GMT-0700 (Pacific Daylight Time),82
Sun Mar 10 2019 12:00:00 GMT-0700 (Pacific Daylight Time),81
Sun Mar 10 2019 11:45:00 GMT-0700 (Pacific Daylight Time),82
Sun Mar 10 2019 11:30:00 GMT-0700 (Pacific Daylight Time),81
Sun Mar 10 2019 11:15:00 GMT-0700 (Pacific Daylight Time),81
Sun Mar 10 2019 11:00:00 GMT-0700 (Pacific Daylight Time),80
Sun Mar 10 2019 10:45:00 GMT-0700 (Pacific Daylight Time),80
Sun Mar 10 2019 10:30:00 GMT-0700 (Pacific Daylight Time),80
Sun Mar 10 2019 10:15:00 GMT-0700 (Pacific Daylight Time),81
Sun Mar 10 2019 10:00:00 GMT-0700 (Pacific Daylight Time),80
Sun Mar 10 2019 09:45:00 GMT-0700 (Pacific Daylight Time),80
Sun Mar 10 2019 09:30:00 GMT-0700 (Pacific Daylight Time),79
Sun Mar 10 2019 09:15:00 GMT-0700 (Pacific Daylight Time),78
Sun Mar 10 2019 09:00:00 GMT-0700 (Pacific Daylight Time),58
Sun Mar 10 2019 08:45:00 GMT-0700 (Pacific Daylight Time),56
Sun Mar 10 2019 08:30:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 08:15:00 GMT-0700 (Pacific Daylight Time),56
Sun Mar 10 2019 08:00:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 07:45:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 07:30:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 07:15:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 07:00:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 06:45:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 06:30:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 06:15:00 GMT-0700 (Pacific Daylight Time),58
Sun Mar 10 2019 06:00:00 GMT-0700 (Pacific Daylight Time),56
Sun Mar 10 2019 05:45:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 05:30:00 GMT-0700 (Pacific Daylight Time),58
Sun Mar 10 2019 05:15:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 05:00:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 04:45:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 04:30:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 04:15:00 GMT-0700 (Pacific Daylight Time),58
Sun Mar 10 2019 04:00:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 03:45:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 03:30:00 GMT-0700 (Pacific Daylight Time),58
Sun Mar 10 2019 03:15:00 GMT-0700 (Pacific Daylight Time),59
Sun Mar 10 2019 03:00:00 GMT-0700 (Pacific Daylight Time),57
Sun Mar 10 2019 01:45:00 GMT-0800 (Pacific Standard Time),59
Sun Mar 10 2019 01:30:00 GMT-0800 (Pacific Standard Time),58
Sun Mar 10 2019 01:15:00 GMT-0800 (Pacific Standard Time),57
Sun Mar 10 2019 01:00:00 GMT-0800 (Pacific Standard Time),60
Sun Mar 10 2019 00:45:00 GMT-0800 (Pacific Standard Time),58
Sun Mar 10 2019 00:30:00 GMT-0800 (Pacific Standard Time),58
Sun Mar 10 2019 00:15:00 GMT-0800 (Pacific Standard Time),60
Sun Mar 10 2019 00:00:00 GMT-0800 (Pacific Standard Time),60
Sat Mar 09 2019 23:45:00 GMT-0800 (Pacific Standard Time),59
Sat Mar 09 2019 23:30:00 GMT-0800 (Pacific Standard Time),60
Sat Mar 09 2019 23:15:00 GMT-0800 (Pacific Standard Time),80
Sat Mar 09 2019 23:00:00 GMT-0800 (Pacific Standard Time),80
Sat Mar 09 2019 22:45:00 GMT-0800 (Pacific Standard Time),81
Sat Mar 09 2019 22:30:00 GMT-0800 (Pacific Standard Time),82
Sat Mar 09 2019 22:15:00 GMT-0800 (Pacific Standard Time),80
Sat Mar 09 2019 22:00:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 21:45:00 GMT-0800 (Pacific Standard Time),83
Sat Mar 09 2019 21:30:00 GMT-0800 (Pacific Standard Time),83
Sat Mar 09 2019 21:15:00 GMT-0800 (Pacific Standard Time),85
Sat Mar 09 2019 21:00:00 GMT-0800 (Pacific Standard Time),85
Sat Mar 09 2019 20:45:00 GMT-0800 (Pacific Standard Time),83
Sat Mar 09 2019 20:30:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 20:15:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 20:00:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 19:45:00 GMT-0800 (Pacific Standard Time),85
Sat Mar 09 2019 19:30:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 19:15:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 19:00:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 18:45:00 GMT-0800 (Pacific Standard Time),85
Sat Mar 09 2019 18:30:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 18:15:00 GMT-0800 (Pacific Standard Time),87
Sat Mar 09 2019 18:00:00 GMT-0800 (Pacific Standard Time),87
Sat Mar 09 2019 17:45:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 17:30:00 GMT-0800 (Pacific Standard Time),87
Sat Mar 09 2019 17:15:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 17:00:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 16:45:00 GMT-0800 (Pacific Standard Time),87
Sat Mar 09 2019 16:30:00 GMT-0800 (Pacific Standard Time),88
Sat Mar 09 2019 16:15:00 GMT-0800 (Pacific Standard Time),87
Sat Mar 09 2019 16:00:00 GMT-0800 (Pacific Standard Time),88
Sat Mar 09 2019 15:45:00 GMT-0800 (Pacific Standard Time),88
Sat Mar 09 2019 15:30:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 15:15:00 GMT-0800 (Pacific Standard Time),88
Sat Mar 09 2019 15:00:00 GMT-0800 (Pacific Standard Time),88
Sat Mar 09 2019 14:45:00 GMT-0800 (Pacific Standard Time),87
Sat Mar 09 2019 14:30:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 14:15:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 14:00:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 13:45:00 GMT-0800 (Pacific Standard Time),86
Sat Mar 09 2019 13:30:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 13:15:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 13:00:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 12:45:00 GMT-0800 (Pacific Standard Time),84
Sat Mar 09 2019 12:30:00 GMT-0800 (Pacific Standard Time),83
Sat Mar 09 2019 12:15:00 GMT-0800 (Pacific Standard Time),83
Sat Mar 09 2019 12:00:00 GMT-0800 (Pacific Standard Time),82
Sat Mar 09 2019 11:45:00 GMT-0800 (Pacific Standard Time),83
Sat Mar 09 2019 11:30:00 GMT-0800 (Pacific Standard Time),82
Sat Mar 09 2019 11:15:00 GMT-0800 (Pacific Standard Time),81
Sat Mar 09 2019 11:00:00 GMT-0800 (Pacific Standard Time),82
Sat Mar 09 2019 10:45:00 GMT-0800 (Pacific Standard Time),81
Sat Mar 09 2019 10:30:00 GMT-0800 (Pacific Standard Time),82
Sat Mar 09 2019 10:15:00 GMT-0800 (Pacific Standard Time),81
Sat Mar 09 2019 10:00:00 GMT-0800 (Pacific Standard Time),81
Sat Mar 09 2019 09:45:00 GMT-0800 (Pacific Standard Time),81
Sat Mar 09 2019 09:30:00 GMT-0800 (Pacific Standard Time),81
Sat Mar 09 2019 09:15:00 GMT-0800 (Pacific Standard Time),78
Sat Mar 09 2019 09:00:00 GMT-0800 (Pacific Standard Time),79
Sat Mar 09 2019 08:45:00 GMT-0800 (Pacific Standard Time),79
Sat Mar 09 2019 08:30:00 GMT-0800 (Pacific Standard Time),79
Sat Mar 09 2019 08:15:00 GMT-0800 (Pacific Standard Time),80
Sat Mar 09 2019 08:00:00 GMT-0800 (Pacific Standard Time),79
Sat Mar 09 2019 07:45:00 GMT-0800 (Pacific Standard Time),79
Sat Mar 09 2019 07:30:00 GMT-0800 (Pacific Standard Time),80
Sat Mar 09 2019 07:15:00 GMT-0800 (Pacific Standard Time),80
Sat Mar 09 2019 07:00:00 GMT-0800 (Pacific Standard Time),80
Sat Mar 09 2019 06:45:00 GMT-0800 (Pacific Standard Time),81
Sat Mar 09 2019 06:30:00 GMT-0800 (Pacific Standard Time),79
Sat Mar 09 2019 06:15:00 GMT-0800 (Pacific Standard Time),80
Sat Mar 09 2019 06:00:00 GMT-0800 (Pacific Standard Time),82
