Time,ILLC Electricity (kWh)
Sat Nov 02 2019 06:30:00 GMT-0700 (Pacific Daylight Time),24
Sat Nov 02 2019 06:15:00 GMT-0700 (Pacific Daylight Time),36
Sat Nov 02 2019 06:00:00 GMT-0700 (Pacific Daylight Time),31
Sat Nov 02 2019 05:45:00 GMT-0700 (Pacific Daylight Time),25
Sat Nov 02 2019 05:30:00 GMT-0700 (Pacific Daylight Time),25
Sat Nov 02 2019 05:15:00 GMT-0700 (Pacific Daylight Time),34
Sat Nov 02 2019 05:00:00 GMT-0700 (Pacific Daylight Time),25
Sat Nov 02 2019 04:45:00 GMT-0700 (Pacific Daylight Time),27
Sat Nov 02 2019 04:30:00 GMT-0700 (Pacific Daylight Time),29
Sat Nov 02 2019 04:15:00 GMT-0700 (Pacific Daylight Time),32
Sat Nov 02 2019 04:00:00 GMT-0700 (Pacific Daylight Time),24
Sat Nov 02 2019 03:45:00 GMT-0700 (Pacific Daylight Time),23
Sat Nov 02 2019 03:30:00 GMT-0700 (Pacific Daylight Time),30
Sat Nov 02 2019 03:15:00 GMT-0700 (Pacific Daylight Time),38
Sat Nov 02 2019 03:00:00 GMT-0700 (Pacific Daylight Time),29
Sat Nov 02 2019 02:45:00 GMT-0700 (Pacific Daylight Time),28
Sat Nov 02 2019 02:30:00 GMT-0700 (Pacific Daylight Time),33
Sat Nov 02 2019 02:15:00 GMT-0700 (Pacific Daylight Time),40
Sat Nov 02 2019 02:00:00 GMT-0700 (Pacific Daylight Time),36
Sat Nov 02 2019 01:45:00 GMT-0700 (Pacific Daylight Time),30
Sat Nov 02 2019 01:30:00 GMT-0700 (Pacific Daylight Time),42
Sat Nov 02 2019 01:15:00 GMT-0700 (Pacific Daylight Time),45
Sat Nov 02 2019 01:00:00 GMT-0700 (Pacific Daylight Time),44
Sat Nov 02 2019 00:45:00 GMT-0700 (Pacific Daylight Time),35
Sat Nov 02 2019 00:30:00 GMT-0700 (Pacific Daylight Time),39
Sat Nov 02 2019 00:15:00 GMT-0700 (Pacific Daylight Time),36
Sat Nov 02 2019 00:00:00 GMT-0700 (Pacific Daylight Time),39
Fri Nov 01 2019 23:45:00 GMT-0700 (Pacific Daylight Time),36
Fri Nov 01 2019 23:30:00 GMT-0700 (Pacific Daylight Time),42
Fri Nov 01 2019 23:15:00 GMT-0700 (Pacific Daylight Time),48
Fri Nov 01 2019 23:00:00 GMT-0700 (Pacific Daylight Time),37
Fri Nov 01 2019 22:45:00 GMT-0700 (Pacific Daylight Time),34
Fri Nov 01 2019 22:30:00 GMT-0700 (Pacific Daylight Time),35
Fri Nov 01 2019 22:15:00 GMT-0700 (Pacific Daylight Time),41
Fri Nov 01 2019 22:00:00 GMT-0700 (Pacific Daylight Time),55
Fri Nov 01 2019 21:45:00 GMT-0700 (Pacific Daylight Time),46
Fri Nov 01 2019 21:30:00 GMT-0700 (Pacific Daylight Time),38
Fri Nov 01 2019 21:15:00 GMT-0700 (Pacific Daylight Time),43
Fri Nov 01 2019 21:00:00 GMT-0700 (Pacific Daylight Time),51
Fri Nov 01 2019 20:45:00 GMT-0700 (Pacific Daylight Time),61
Fri Nov 01 2019 20:30:00 GMT-0700 (Pacific Daylight Time),54
Fri Nov 01 2019 20:15:00 GMT-0700 (Pacific Daylight Time),43
Fri Nov 01 2019 20:00:00 GMT-0700 (Pacific Daylight Time),45
Fri Nov 01 2019 19:45:00 GMT-0700 (Pacific Daylight Time),49
Fri Nov 01 2019 19:30:00 GMT-0700 (Pacific Daylight Time),46
Fri Nov 01 2019 19:15:00 GMT-0700 (Pacific Daylight Time),41
Fri Nov 01 2019 19:00:00 GMT-0700 (Pacific Daylight Time),45
Fri Nov 01 2019 18:45:00 GMT-0700 (Pacific Daylight Time),51
Fri Nov 01 2019 18:30:00 GMT-0700 (Pacific Daylight Time),58
Fri Nov 01 2019 18:15:00 GMT-0700 (Pacific Daylight Time),52
Fri Nov 01 2019 18:00:00 GMT-0700 (Pacific Daylight Time),45
Fri Nov 01 2019 17:45:00 GMT-0700 (Pacific Daylight Time),48
Fri Nov 01 2019 17:30:00 GMT-0700 (Pacific Daylight Time),53
Fri Nov 01 2019 17:15:00 GMT-0700 (Pacific Daylight Time),54
Fri Nov 01 2019 17:00:00 GMT-0700 (Pacific Daylight Time),51
Fri Nov 01 2019 16:45:00 GMT-0700 (Pacific Daylight Time),46
Fri Nov 01 2019 16:30:00 GMT-0700 (Pacific Daylight Time),55
Fri Nov 01 2019 16:15:00 GMT-0700 (Pacific Daylight Time),62
Fri Nov 01 2019 16:00:00 GMT-0700 (Pacific Daylight Time),48
Fri Nov 01 2019 15:45:00 GMT-0700 (Pacific Daylight Time),49
Fri Nov 01 2019 15:30:00 GMT-0700 (Pacific Daylight Time),59
Fri Nov 01 2019 15:15:00 GMT-0700 (Pacific Daylight Time),63
Fri Nov 01 2019 15:00:00 GMT-0700 (Pacific Daylight Time),49
Fri Nov 01 2019 14:45:00 GMT-0700 (Pacific Daylight Time),53
Fri Nov 01 2019 14:30:00 GMT-0700 (Pacific Daylight Time),58
Fri Nov 01 2019 14:15:00 GMT-0700 (Pacific Daylight Time),53
Fri Nov 01 2019 14:00:00 GMT-0700 (Pacific Daylight Time),47
Fri Nov 01 2019 13:45:00 GMT-0700 (Pacific Daylight Time),52
Fri Nov 01 2019 13:30:00 GMT-0700 (Pacific Daylight Time),66
Fri Nov 01 2019 13:15:00 GMT-0700 (Pacific Daylight Time),59
Fri Nov 01 2019 13:00:00 GMT-0700 (Pacific Daylight Time),46
Fri Nov 01 2019 12:45:00 GMT-0700 (Pacific Daylight Time),47
Fri Nov 01 2019 12:30:00 GMT-0700 (Pacific Daylight Time),61
Fri Nov 01 2019 12:15:00 GMT-0700 (Pacific Daylight Time),67
Fri Nov 01 2019 12:00:00 GMT-0700 (Pacific Daylight Time),52
Fri Nov 01 2019 11:45:00 GMT-0700 (Pacific Daylight Time),55
Fri Nov 01 2019 11:30:00 GMT-0700 (Pacific Daylight Time),67
Fri Nov 01 2019 11:15:00 GMT-0700 (Pacific Daylight Time),64
Fri Nov 01 2019 11:00:00 GMT-0700 (Pacific Daylight Time),46
Fri Nov 01 2019 10:45:00 GMT-0700 (Pacific Daylight Time),56
Fri Nov 01 2019 10:30:00 GMT-0700 (Pacific Daylight Time),59
Fri Nov 01 2019 10:15:00 GMT-0700 (Pacific Daylight Time),65
Fri Nov 01 2019 10:00:00 GMT-0700 (Pacific Daylight Time),53
Fri Nov 01 2019 09:45:00 GMT-0700 (Pacific Daylight Time),59
Fri Nov 01 2019 09:30:00 GMT-0700 (Pacific Daylight Time),56
Fri Nov 01 2019 09:15:00 GMT-0700 (Pacific Daylight Time),56
Fri Nov 01 2019 09:00:00 GMT-0700 (Pacific Daylight Time),48
Fri Nov 01 2019 08:45:00 GMT-0700 (Pacific Daylight Time),51
Fri Nov 01 2019 08:30:00 GMT-0700 (Pacific Daylight Time),59
Fri Nov 01 2019 08:15:00 GMT-0700 (Pacific Daylight Time),51
Fri Nov 01 2019 08:00:00 GMT-0700 (Pacific Daylight Time),47
Fri Nov 01 2019 07:45:00 GMT-0700 (Pacific Daylight Time),48
Fri Nov 01 2019 07:30:00 GMT-0700 (Pacific Daylight Time),53
Fri Nov 01 2019 07:15:00 GMT-0700 (Pacific Daylight Time),42
Fri Nov 01 2019 07:00:00 GMT-0700 (Pacific Daylight Time),35
Fri Nov 01 2019 06:45:00 GMT-0700 (Pacific Daylight Time),44
Fri Nov 01 2019 06:30:00 GMT-0700 (Pacific Daylight Time),34
Fri Nov 01 2019 06:15:00 GMT-0700 (Pacific Daylight Time),28
Fri Nov 01 2019 06:00:00 GMT-0700 (Pacific Daylight Time),29
Fri Nov 01 2019 05:45:00 GMT-0700 (Pacific Daylight Time),34
Fri Nov 01 2019 05:30:00 GMT-0700 (Pacific Daylight Time),29
Fri Nov 01 2019 05:15:00 GMT-0700 (Pacific Daylight Time),24
Fri Nov 01 2019 05:00:00 GMT-0700 (Pacific Daylight Time),24
Fri Nov 01 2019 04:45:00 GMT-0700 (Pacific Daylight Time),31
Fri Nov 01 2019 04:30:00 GMT-0700 (Pacific Daylight Time),26
Fri Nov 01 2019 04:15:00 GMT-0700 (Pacific Daylight Time),27
Fri Nov 01 2019 04:00:00 GMT-0700 (Pacific Daylight Time),29
Fri Nov 01 2019 03:45:00 GMT-0700 (Pacific Daylight Time),37
Fri Nov 01 2019 03:30:00 GMT-0700 (Pacific Daylight Time),27
Fri Nov 01 2019 03:15:00 GMT-0700 (Pacific Daylight Time),26
Fri Nov 01 2019 03:00:00 GMT-0700 (Pacific Daylight Time),32
Fri Nov 01 2019 02:45:00 GMT-0700 (Pacific Daylight Time),38
Fri Nov 01 2019 02:30:00 GMT-0700 (Pacific Daylight Time),33
Fri Nov 01 2019 02:15:00 GMT-0700 (Pacific Daylight Time),28
Fri Nov 01 2019 02:00:00 GMT-0700 (Pacific Daylight Time),44
Fri Nov 01 2019 01:45:00 GMT-0700 (Pacific Daylight Time),48
Fri Nov 01 2019 01:30:00 GMT-0700 (Pacific Daylight Time),41
Fri Nov 01 2019 01:15:00 GMT-0700 (Pacific Daylight Time),30
Fri Nov 01 2019 01:00:00 GMT-0700 (Pacific Daylight Time),41
Fri Nov 01 2019 00:45:00 GMT-0700 (Pacific Daylight Time),44
Fri Nov 01 2019 00:30:00 GMT-0700 (Pacific Daylight Time),36
Fri Nov 01 2019 00:15:00 GMT-0700 (Pacific Daylight Time),39
Fri Nov 01 2019 00:00:00 GMT-0700 (Pacific Daylight Time),49
Thu Oct 31 2019 23:45:00 GMT-0700 (Pacific Daylight Time),44
Thu Oct 31 2019 23:30:00 GMT-0700 (Pacific Daylight Time),35
Thu Oct 31 2019 23:15:00 GMT-0700 (Pacific Daylight Time),37
Thu Oct 31 2019 23:00:00 GMT-0700 (Pacific Daylight Time),38
Thu Oct 31 2019 22:45:00 GMT-0700 (Pacific Daylight Time),41
Thu Oct 31 2019 22:30:00 GMT-0700 (Pacific Daylight Time),36
Thu Oct 31 2019 22:15:00 GMT-0700 (Pacific Daylight Time),41
Thu Oct 31 2019 22:00:00 GMT-0700 (Pacific Daylight Time),43
Thu Oct 31 2019 21:45:00 GMT-0700 (Pacific Daylight Time),51
Thu Oct 31 2019 21:30:00 GMT-0700 (Pacific Daylight Time),52
Thu Oct 31 2019 21:15:00 GMT-0700 (Pacific Daylight Time),48
Thu Oct 31 2019 21:00:00 GMT-0700 (Pacific Daylight Time),60
Thu Oct 31 2019 20:45:00 GMT-0700 (Pacific Daylight Time),61
Thu Oct 31 2019 20:30:00 GMT-0700 (Pacific Daylight Time),60
Thu Oct 31 2019 20:15:00 GMT-0700 (Pacific Daylight Time),45
Thu Oct 31 2019 20:00:00 GMT-0700 (Pacific Daylight Time),50
Thu Oct 31 2019 19:45:00 GMT-0700 (Pacific Daylight Time),52
Thu Oct 31 2019 19:30:00 GMT-0700 (Pacific Daylight Time),55
Thu Oct 31 2019 19:15:00 GMT-0700 (Pacific Daylight Time),56
Thu Oct 31 2019 19:00:00 GMT-0700 (Pacific Daylight Time),52
Thu Oct 31 2019 18:45:00 GMT-0700 (Pacific Daylight Time),54
Thu Oct 31 2019 18:30:00 GMT-0700 (Pacific Daylight Time),57
Thu Oct 31 2019 18:15:00 GMT-0700 (Pacific Daylight Time),57
Thu Oct 31 2019 18:00:00 GMT-0700 (Pacific Daylight Time),51
Thu Oct 31 2019 17:45:00 GMT-0700 (Pacific Daylight Time),50
Thu Oct 31 2019 17:30:00 GMT-0700 (Pacific Daylight Time),48
Thu Oct 31 2019 17:15:00 GMT-0700 (Pacific Daylight Time),53
Thu Oct 31 2019 17:00:00 GMT-0700 (Pacific Daylight Time),48
Thu Oct 31 2019 16:45:00 GMT-0700 (Pacific Daylight Time),45
Thu Oct 31 2019 16:30:00 GMT-0700 (Pacific Daylight Time),52
Thu Oct 31 2019 16:15:00 GMT-0700 (Pacific Daylight Time),56
Thu Oct 31 2019 16:00:00 GMT-0700 (Pacific Daylight Time),45
Thu Oct 31 2019 15:45:00 GMT-0700 (Pacific Daylight Time),48
Thu Oct 31 2019 15:30:00 GMT-0700 (Pacific Daylight Time),56
Thu Oct 31 2019 15:15:00 GMT-0700 (Pacific Daylight Time),55
Thu Oct 31 2019 15:00:00 GMT-0700 (Pacific Daylight Time),45
Thu Oct 31 2019 14:45:00 GMT-0700 (Pacific Daylight Time),48
Thu Oct 31 2019 14:30:00 GMT-0700 (Pacific Daylight Time),52
Thu Oct 31 2019 14:15:00 GMT-0700 (Pacific Daylight Time),49
Thu Oct 31 2019 14:00:00 GMT-0700 (Pacific Daylight Time),51
Thu Oct 31 2019 13:45:00 GMT-0700 (Pacific Daylight Time),57
Thu Oct 31 2019 13:30:00 GMT-0700 (Pacific Daylight Time),60
Thu Oct 31 2019 13:15:00 GMT-0700 (Pacific Daylight Time),56
Thu Oct 31 2019 13:00:00 GMT-0700 (Pacific Daylight Time),45
Thu Oct 31 2019 12:45:00 GMT-0700 (Pacific Daylight Time),54
Thu Oct 31 2019 12:30:00 GMT-0700 (Pacific Daylight Time),57
Thu Oct 31 2019 12:15:00 GMT-0700 (Pacific Daylight Time),49
Thu Oct 31 2019 12:00:00 GMT-0700 (Pacific Daylight Time),48
Thu Oct 31 2019 11:45:00 GMT-0700 (Pacific Daylight Time),53
Thu Oct 31 2019 11:30:00 GMT-0700 (Pacific Daylight Time),64
Thu Oct 31 2019 11:15:00 GMT-0700 (Pacific Daylight Time),62
Thu Oct 31 2019 11:00:00 GMT-0700 (Pacific Daylight Time),56
Thu Oct 31 2019 10:45:00 GMT-0700 (Pacific Daylight Time),50
Thu Oct 31 2019 10:30:00 GMT-0700 (Pacific Daylight Time),57
Thu Oct 31 2019 10:15:00 GMT-0700 (Pacific Daylight Time),61
Thu Oct 31 2019 10:00:00 GMT-0700 (Pacific Daylight Time),54
Thu Oct 31 2019 09:45:00 GMT-0700 (Pacific Daylight Time),60
Thu Oct 31 2019 09:30:00 GMT-0700 (Pacific Daylight Time),67
Thu Oct 31 2019 09:15:00 GMT-0700 (Pacific Daylight Time),53
Thu Oct 31 2019 09:00:00 GMT-0700 (Pacific Daylight Time),49
Thu Oct 31 2019 08:45:00 GMT-0700 (Pacific Daylight Time),58
Thu Oct 31 2019 08:30:00 GMT-0700 (Pacific Daylight Time),58
Thu Oct 31 2019 08:15:00 GMT-0700 (Pacific Daylight Time),58
Thu Oct 31 2019 08:00:00 GMT-0700 (Pacific Daylight Time),57
Thu Oct 31 2019 07:45:00 GMT-0700 (Pacific Daylight Time),60
Thu Oct 31 2019 07:30:00 GMT-0700 (Pacific Daylight Time),53
Thu Oct 31 2019 07:15:00 GMT-0700 (Pacific Daylight Time),45
Thu Oct 31 2019 07:00:00 GMT-0700 (Pacific Daylight Time),40
Thu Oct 31 2019 06:45:00 GMT-0700 (Pacific Daylight Time),46
Thu Oct 31 2019 06:30:00 GMT-0700 (Pacific Daylight Time),33
Thu Oct 31 2019 06:15:00 GMT-0700 (Pacific Daylight Time),28
Thu Oct 31 2019 06:00:00 GMT-0700 (Pacific Daylight Time),38
Thu Oct 31 2019 05:45:00 GMT-0700 (Pacific Daylight Time),32
Thu Oct 31 2019 05:30:00 GMT-0700 (Pacific Daylight Time),23
Thu Oct 31 2019 05:15:00 GMT-0700 (Pacific Daylight Time),26
Thu Oct 31 2019 05:00:00 GMT-0700 (Pacific Daylight Time),32
Thu Oct 31 2019 04:45:00 GMT-0700 (Pacific Daylight Time),24
Thu Oct 31 2019 04:30:00 GMT-0700 (Pacific Daylight Time),23
Thu Oct 31 2019 04:15:00 GMT-0700 (Pacific Daylight Time),27
Thu Oct 31 2019 04:00:00 GMT-0700 (Pacific Daylight Time),33
Thu Oct 31 2019 03:45:00 GMT-0700 (Pacific Daylight Time),24
Thu Oct 31 2019 03:30:00 GMT-0700 (Pacific Daylight Time),34
Thu Oct 31 2019 03:15:00 GMT-0700 (Pacific Daylight Time),31
Thu Oct 31 2019 03:00:00 GMT-0700 (Pacific Daylight Time),28
Thu Oct 31 2019 02:45:00 GMT-0700 (Pacific Daylight Time),29
Thu Oct 31 2019 02:30:00 GMT-0700 (Pacific Daylight Time),40
Thu Oct 31 2019 02:15:00 GMT-0700 (Pacific Daylight Time),32
Thu Oct 31 2019 02:00:00 GMT-0700 (Pacific Daylight Time),31
Thu Oct 31 2019 01:45:00 GMT-0700 (Pacific Daylight Time),36
Thu Oct 31 2019 01:30:00 GMT-0700 (Pacific Daylight Time),37
Thu Oct 31 2019 01:15:00 GMT-0700 (Pacific Daylight Time),29
Thu Oct 31 2019 01:00:00 GMT-0700 (Pacific Daylight Time),35
Thu Oct 31 2019 00:45:00 GMT-0700 (Pacific Daylight Time),48
Thu Oct 31 2019 00:30:00 GMT-0700 (Pacific Daylight Time),49
Thu Oct 31 2019 00:15:00 GMT-0700 (Pacific Daylight Time),56
Thu Oct 31 2019 00:00:00 GMT-0700 (Pacific Daylight Time),38
Wed Oct 30 2019 23:45:00 GMT-0700 (Pacific Daylight Time),52
Wed Oct 30 2019 23:30:00 GMT-0700 (Pacific Daylight Time),45
Wed Oct 30 2019 23:15:00 GMT-0700 (Pacific Daylight Time),43
Wed Oct 30 2019 23:00:00 GMT-0700 (Pacific Daylight Time),45
Wed Oct 30 2019 22:45:00 GMT-0700 (Pacific Daylight Time),53
Wed Oct 30 2019 22:30:00 GMT-0700 (Pacific Daylight Time),48
Wed Oct 30 2019 22:15:00 GMT-0700 (Pacific Daylight Time),51
Wed Oct 30 2019 22:00:00 GMT-0700 (Pacific Daylight Time),46
Wed Oct 30 2019 21:45:00 GMT-0700 (Pacific Daylight Time),63
Wed Oct 30 2019 21:30:00 GMT-0700 (Pacific Daylight Time),63
Wed Oct 30 2019 21:15:00 GMT-0700 (Pacific Daylight Time),51
Wed Oct 30 2019 21:00:00 GMT-0700 (Pacific Daylight Time),46
Wed Oct 30 2019 20:45:00 GMT-0700 (Pacific Daylight Time),57
Wed Oct 30 2019 20:30:00 GMT-0700 (Pacific Daylight Time),54
Wed Oct 30 2019 20:15:00 GMT-0700 (Pacific Daylight Time),40
Wed Oct 30 2019 20:00:00 GMT-0700 (Pacific Daylight Time),41
Wed Oct 30 2019 19:45:00 GMT-0700 (Pacific Daylight Time),59
Wed Oct 30 2019 19:30:00 GMT-0700 (Pacific Daylight Time),58
Wed Oct 30 2019 19:15:00 GMT-0700 (Pacific Daylight Time),46
Wed Oct 30 2019 19:00:00 GMT-0700 (Pacific Daylight Time),50
Wed Oct 30 2019 18:45:00 GMT-0700 (Pacific Daylight Time),50
Wed Oct 30 2019 18:30:00 GMT-0700 (Pacific Daylight Time),59
Wed Oct 30 2019 18:15:00 GMT-0700 (Pacific Daylight Time),57
Wed Oct 30 2019 18:00:00 GMT-0700 (Pacific Daylight Time),44
Wed Oct 30 2019 17:45:00 GMT-0700 (Pacific Daylight Time),46
Wed Oct 30 2019 17:30:00 GMT-0700 (Pacific Daylight Time),52
Wed Oct 30 2019 17:15:00 GMT-0700 (Pacific Daylight Time),53
Wed Oct 30 2019 17:00:00 GMT-0700 (Pacific Daylight Time),45
Wed Oct 30 2019 16:45:00 GMT-0700 (Pacific Daylight Time),47
Wed Oct 30 2019 16:30:00 GMT-0700 (Pacific Daylight Time),60
Wed Oct 30 2019 16:15:00 GMT-0700 (Pacific Daylight Time),54
Wed Oct 30 2019 16:00:00 GMT-0700 (Pacific Daylight Time),53
Wed Oct 30 2019 15:45:00 GMT-0700 (Pacific Daylight Time),50
Wed Oct 30 2019 15:30:00 GMT-0700 (Pacific Daylight Time),56
Wed Oct 30 2019 15:15:00 GMT-0700 (Pacific Daylight Time),57
Wed Oct 30 2019 15:00:00 GMT-0700 (Pacific Daylight Time),48
Wed Oct 30 2019 14:45:00 GMT-0700 (Pacific Daylight Time),54
Wed Oct 30 2019 14:30:00 GMT-0700 (Pacific Daylight Time),67
Wed Oct 30 2019 14:15:00 GMT-0700 (Pacific Daylight Time),62
Wed Oct 30 2019 14:00:00 GMT-0700 (Pacific Daylight Time),50
Wed Oct 30 2019 13:45:00 GMT-0700 (Pacific Daylight Time),59
Wed Oct 30 2019 13:30:00 GMT-0700 (Pacific Daylight Time),60
Wed Oct 30 2019 13:15:00 GMT-0700 (Pacific Daylight Time),59
Wed Oct 30 2019 13:00:00 GMT-0700 (Pacific Daylight Time),49
Wed Oct 30 2019 12:45:00 GMT-0700 (Pacific Daylight Time),45
Wed Oct 30 2019 12:30:00 GMT-0700 (Pacific Daylight Time),60
Wed Oct 30 2019 12:15:00 GMT-0700 (Pacific Daylight Time),57
Wed Oct 30 2019 12:00:00 GMT-0700 (Pacific Daylight Time),48
Wed Oct 30 2019 11:45:00 GMT-0700 (Pacific Daylight Time),46
Wed Oct 30 2019 11:30:00 GMT-0700 (Pacific Daylight Time),58
Wed Oct 30 2019 11:15:00 GMT-0700 (Pacific Daylight Time),66
Wed Oct 30 2019 11:00:00 GMT-0700 (Pacific Daylight Time),57
Wed Oct 30 2019 10:45:00 GMT-0700 (Pacific Daylight Time),52
Wed Oct 30 2019 10:30:00 GMT-0700 (Pacific Daylight Time),54
Wed Oct 30 2019 10:15:00 GMT-0700 (Pacific Daylight Time),64
Wed Oct 30 2019 10:00:00 GMT-0700 (Pacific Daylight Time),57
Wed Oct 30 2019 09:45:00 GMT-0700 (Pacific Daylight Time),55
Wed Oct 30 2019 09:30:00 GMT-0700 (Pacific Daylight Time),54
Wed Oct 30 2019 09:15:00 GMT-0700 (Pacific Daylight Time),57
Wed Oct 30 2019 09:00:00 GMT-0700 (Pacific Daylight Time),53
Wed Oct 30 2019 08:45:00 GMT-0700 (Pacific Daylight Time),55
Wed Oct 30 2019 08:30:00 GMT-0700 (Pacific Daylight Time),58
Wed Oct 30 2019 08:15:00 GMT-0700 (Pacific Daylight Time),63
Wed Oct 30 2019 08:00:00 GMT-0700 (Pacific Daylight Time),43
Wed Oct 30 2019 07:45:00 GMT-0700 (Pacific Daylight Time),53
Wed Oct 30 2019 07:30:00 GMT-0700 (Pacific Daylight Time),58
Wed Oct 30 2019 07:15:00 GMT-0700 (Pacific Daylight Time),47
Wed Oct 30 2019 07:00:00 GMT-0700 (Pacific Daylight Time),35
Wed Oct 30 2019 06:45:00 GMT-0700 (Pacific Daylight Time),43
Wed Oct 30 2019 06:30:00 GMT-0700 (Pacific Daylight Time),35
Wed Oct 30 2019 06:15:00 GMT-0700 (Pacific Daylight Time),27
Wed Oct 30 2019 06:00:00 GMT-0700 (Pacific Daylight Time),31
Wed Oct 30 2019 05:45:00 GMT-0700 (Pacific Daylight Time),40
Wed Oct 30 2019 05:30:00 GMT-0700 (Pacific Daylight Time),30
Wed Oct 30 2019 05:15:00 GMT-0700 (Pacific Daylight Time),22
Wed Oct 30 2019 05:00:00 GMT-0700 (Pacific Daylight Time),26
Wed Oct 30 2019 04:45:00 GMT-0700 (Pacific Daylight Time),34
Wed Oct 30 2019 04:30:00 GMT-0700 (Pacific Daylight Time),23
Wed Oct 30 2019 04:15:00 GMT-0700 (Pacific Daylight Time),24
Wed Oct 30 2019 04:00:00 GMT-0700 (Pacific Daylight Time),34
Wed Oct 30 2019 03:45:00 GMT-0700 (Pacific Daylight Time),24
Wed Oct 30 2019 03:30:00 GMT-0700 (Pacific Daylight Time),24
Wed Oct 30 2019 03:15:00 GMT-0700 (Pacific Daylight Time),29
Wed Oct 30 2019 03:00:00 GMT-0700 (Pacific Daylight Time),36
Wed Oct 30 2019 02:45:00 GMT-0700 (Pacific Daylight Time),25
Wed Oct 30 2019 02:30:00 GMT-0700 (Pacific Daylight Time),26
Wed Oct 30 2019 02:15:00 GMT-0700 (Pacific Daylight Time),33
Wed Oct 30 2019 02:00:00 GMT-0700 (Pacific Daylight Time),40
Wed Oct 30 2019 01:45:00 GMT-0700 (Pacific Daylight Time),26
Wed Oct 30 2019 01:30:00 GMT-0700 (Pacific Daylight Time),26
Wed Oct 30 2019 01:15:00 GMT-0700 (Pacific Daylight Time),36
Wed Oct 30 2019 01:00:00 GMT-0700 (Pacific Daylight Time),45
Wed Oct 30 2019 00:45:00 GMT-0700 (Pacific Daylight Time),38
Wed Oct 30 2019 00:30:00 GMT-0700 (Pacific Daylight Time),36
Wed Oct 30 2019 00:15:00 GMT-0700 (Pacific Daylight Time),46
Wed Oct 30 2019 00:00:00 GMT-0700 (Pacific Daylight Time),44
Tue Oct 29 2019 23:45:00 GMT-0700 (Pacific Daylight Time),43
Tue Oct 29 2019 23:30:00 GMT-0700 (Pacific Daylight Time),41
Tue Oct 29 2019 23:15:00 GMT-0700 (Pacific Daylight Time),40
Tue Oct 29 2019 23:00:00 GMT-0700 (Pacific Daylight Time),45
Tue Oct 29 2019 22:45:00 GMT-0700 (Pacific Daylight Time),42
Tue Oct 29 2019 22:30:00 GMT-0700 (Pacific Daylight Time),46
Tue Oct 29 2019 22:15:00 GMT-0700 (Pacific Daylight Time),45
Tue Oct 29 2019 22:00:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 29 2019 21:45:00 GMT-0700 (Pacific Daylight Time),55
Tue Oct 29 2019 21:30:00 GMT-0700 (Pacific Daylight Time),53
Tue Oct 29 2019 21:15:00 GMT-0700 (Pacific Daylight Time),58
Tue Oct 29 2019 21:00:00 GMT-0700 (Pacific Daylight Time),65
Tue Oct 29 2019 20:45:00 GMT-0700 (Pacific Daylight Time),50
Tue Oct 29 2019 20:30:00 GMT-0700 (Pacific Daylight Time),43
Tue Oct 29 2019 20:15:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 29 2019 20:00:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 29 2019 19:45:00 GMT-0700 (Pacific Daylight Time),47
Tue Oct 29 2019 19:30:00 GMT-0700 (Pacific Daylight Time),49
Tue Oct 29 2019 19:15:00 GMT-0700 (Pacific Daylight Time),53
Tue Oct 29 2019 19:00:00 GMT-0700 (Pacific Daylight Time),62
Tue Oct 29 2019 18:45:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 29 2019 18:30:00 GMT-0700 (Pacific Daylight Time),49
Tue Oct 29 2019 18:15:00 GMT-0700 (Pacific Daylight Time),53
Tue Oct 29 2019 18:00:00 GMT-0700 (Pacific Daylight Time),60
Tue Oct 29 2019 17:45:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 29 2019 17:30:00 GMT-0700 (Pacific Daylight Time),45
Tue Oct 29 2019 17:15:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 29 2019 17:00:00 GMT-0700 (Pacific Daylight Time),58
Tue Oct 29 2019 16:45:00 GMT-0700 (Pacific Daylight Time),62
Tue Oct 29 2019 16:30:00 GMT-0700 (Pacific Daylight Time),46
Tue Oct 29 2019 16:15:00 GMT-0700 (Pacific Daylight Time),50
Tue Oct 29 2019 16:00:00 GMT-0700 (Pacific Daylight Time),58
Tue Oct 29 2019 15:45:00 GMT-0700 (Pacific Daylight Time),55
Tue Oct 29 2019 15:30:00 GMT-0700 (Pacific Daylight Time),49
Tue Oct 29 2019 15:15:00 GMT-0700 (Pacific Daylight Time),54
Tue Oct 29 2019 15:00:00 GMT-0700 (Pacific Daylight Time),61
Tue Oct 29 2019 14:45:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 29 2019 14:30:00 GMT-0700 (Pacific Daylight Time),49
Tue Oct 29 2019 14:15:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 29 2019 14:00:00 GMT-0700 (Pacific Daylight Time),63
Tue Oct 29 2019 13:45:00 GMT-0700 (Pacific Daylight Time),54
Tue Oct 29 2019 13:30:00 GMT-0700 (Pacific Daylight Time),53
Tue Oct 29 2019 13:15:00 GMT-0700 (Pacific Daylight Time),55
